model_id,overlay_model_id,research_id,signal_date,confirmation_date,confirmation_age_trading_days,tdcc_signal_date,tdcc_signal_age_days,stock_id,stock_name,market,market_regime,trigger_id,trigger_name_zh,confirmation_rule_zh,matched_trigger_ids,selected_trigger_id,selected_confirmation_date,selected_trigger_priority,selected_for_formal_operation,operation_selection_status,entry_rule_id,entry_date,entry_price,entry_price_source,stop_loss_rule_id,stop_loss_level,exit_rule_id,exit_date,exit_price,exit_reason,holding_days,return_pct,mfe_pct,mae_pct,out_of_sample,classification_id,classification_name_zh,attack_method,attack_method_name_zh,price_position_type,price_position_name_zh,follow_through_type,follow_through_name_zh,risk_type,risk_name_zh,candle_quality,candle_quality_name_zh,consolidation_type,consolidation_name_zh,volume_ratio,signal_return_1d_pct,signal_open,signal_high,signal_low,signal_close,confirmation_open,confirmation_high,confirmation_low,confirmation_close,confirmation_ma5,confirmation_ma10,range_width_20_pct,range_width_40_pct,range_width_60_pct,low_position_60_pct,limit_up_like,tdcc_list_type,tdcc_rank,tdcc_ranking_score,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_effective_increase_count,tdcc_high_pair_effective_streak_weeks,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,theme,theme_mainstream_status,approved_for_daily,operation_lifecycle_definition_id,operation_lifecycle_state,sample_maturity_status,mature_sample_eligible
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,2034,允強,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed|pullback_10ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,24.1,confirmation_next_open,signal_low_stop,22.85,signal_low_stop_or_fixed_10d_close,20250528,22.85,stop_signal_low,10,-5.1867,2.2822,-5.3942,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,normal_risk,一般風險,close_at_high,收最高,non_consolidation,非盤整,3.7604,9.9307,22.85,23.8,22.85,23.8,24.5,24.65,23.6,24.0,22.48,22.115,19.5876,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,2374,佳能,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed|pullback_10ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,53.4,confirmation_next_open,signal_low_stop,48.35,signal_low_stop_or_fixed_10d_close,20250528,50.3,fixed_10d_close,10,-5.8052,2.9963,-6.1798,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,normal_risk,一般風險,close_at_high,收最高,non_consolidation,非盤整,4.6895,9.4693,48.35,52.6,48.35,52.6,53.6,55.0,51.6,53.3,48.31,46.91,22.1809,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,3149,正達,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,36.8,confirmation_next_open,signal_low_stop,31.15,signal_low_stop_or_fixed_10d_close,20250528,33.9,fixed_10d_close,10,-7.8804,9.5109,-9.5109,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_continuation,隔日續強,normal_risk,一般風險,close_at_high,收最高,non_consolidation,非盤整,3.4867,9.8569,31.75,34.55,31.15,34.55,35.55,37.8,35.05,36.7,33.08,32.135,26.9962,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,3515,華擎,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed|pullback_10ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,213.0,confirmation_next_open,signal_low_stop,200.0,signal_low_stop_or_fixed_10d_close,20250528,218.0,fixed_10d_close,10,2.3474,3.9906,-1.6432,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,stop_loss_easy_trigger,停損容易被打到,close_at_high,收最高,non_consolidation,非盤整,0.8879,9.8901,200.0,200.0,200.0,200.0,220.0,220.0,207.5,209.5,188.6,181.9,23.4114,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,3653,健策,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|pullback_5ma_confirmed|pullback_10ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,1180.0,confirmation_next_open,signal_low_stop,1130.0,signal_low_stop_or_fixed_10d_close,20250528,1335.0,fixed_10d_close,10,13.1356,16.9492,-3.8136,False,standard_breakout,一般突破,general_breakout,一般突破,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,normal_risk,一般風險,standard_candle,一般K棒,non_consolidation,非盤整,2.0079,5.8296,1135.0,1200.0,1130.0,1180.0,1215.0,1235.0,1160.0,1180.0,1126.0,1072.5,39.0606,,,,False,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,4562,穎漢,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,58.3,confirmation_next_open,signal_low_stop,54.5,signal_low_stop_or_fixed_10d_close,20250523,54.5,stop_signal_low,7,-6.518,8.4048,-7.0326,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,normal_risk,一般風險,close_at_high,收最高,non_consolidation,非盤整,3.8462,9.8266,55.1,57.0,54.5,57.0,60.7,60.9,55.5,58.4,52.3,50.965,46.2567,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,4737,華廣,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,67.5,confirmation_next_open,signal_low_stop,62.0,signal_low_stop_or_fixed_10d_close,20250528,73.5,fixed_10d_close,10,8.8889,9.6296,-0.8889,False,standard_breakout,一般突破,general_breakout,一般突破,unknown_position,位階資料不足,next_day_continuation,隔日續強,normal_risk,一般風險,standard_candle,一般K棒,non_consolidation,非盤整,2.7266,8.1301,62.7,67.5,62.0,66.5,66.7,68.5,66.5,67.5,63.26,60.32,25.5102,,,,False,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,6191,精成科,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_10ma_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,73.5,confirmation_next_open,signal_low_stop,68.2,signal_low_stop_or_fixed_10d_close,20250528,96.3,fixed_10d_close,10,31.0204,33.6054,-4.6259,False,standard_breakout,一般突破,volume_attack,放量攻擊,unknown_position,位階資料不足,next_day_continuation,隔日續強,normal_risk,一般風險,explosive_long_red,爆量長紅,non_consolidation,非盤整,3.1539,5.7864,70.0,72.2,68.2,71.3,72.5,74.7,71.8,73.2,68.44,65.17,28.327,,,,False,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250512,20250513,1,,,6591,動力-KY,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|next_day_continuation_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20250513,2,True,selected_formal_operation,confirmation_next_open,20250514,59.2,confirmation_next_open,signal_low_stop,54.7,signal_low_stop_or_fixed_10d_close,20250528,78.0,fixed_10d_close,10,31.7568,41.8919,-0.5068,False,locked_limit_up_breakout,鎖量漲停突破,locked_limit_up,鎖量漲停,unknown_position,位階資料不足,next_day_continuation,隔日續強,stop_loss_easy_trigger,停損容易被打到,close_at_high,收最高,non_consolidation,非盤整,3.2095,9.8394,54.7,54.7,54.7,54.7,60.1,60.1,58.3,60.1,52.45,49.705,19.0024,,,,True,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250509,20250513,2,,,9907,統一實,listed,range_or_mixed,pullback_5ma_confirmed,pullback_5ma_confirmed,Confirm when price pulls back to 5MA and closes back above 5MA before breaking signal-date low.,pullback_5ma_confirmed,pullback_5ma_confirmed,20250513,1,True,selected_formal_operation,confirmation_next_open,20250514,20.9,confirmation_next_open,signal_low_stop,20.15,signal_low_stop_or_fixed_10d_close,20250527,20.15,stop_signal_low,9,-3.5885,0.4785,-4.3062,False,standard_breakout,一般突破,volume_attack,放量攻擊,unknown_position,位階資料不足,next_day_gap_fade,隔日開高走低,normal_risk,一般風險,standard_candle,一般K棒,non_consolidation,非盤整,3.4839,3.7037,20.3,21.15,20.15,21.0,20.75,21.0,20.5,20.8,20.55,19.31,35.1974,,,,False,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
volume_range_breakout,tdcc_weekly_ranking_formula,volume_breakout_confirmed_operation,20250513,20250514,1,,,2344,華邦電,listed,range_or_mixed,next_day_break_signal_high_confirmed,next_day_break_signal_high_confirmed,Confirm on D+1 when intraday high breaks signal-date high and close remains above signal-date close.,next_day_break_signal_high_confirmed|pullback_5ma_confirmed,next_day_break_signal_high_confirmed,20250514,2,True,selected_formal_operation,confirmation_next_open,20250515,18.45,confirmation_next_open,signal_low_stop,16.8,signal_low_stop_or_fixed_10d_close,20250529,17.7,fixed_10d_close,10,-4.065,2.439,-6.7751,False,standard_breakout,一般突破,volume_attack,放量攻擊,unknown_position,位階資料不足,pullback_10ma,回測10MA,normal_risk,一般風險,explosive_long_red,爆量長紅,short_consolidation,短盤整,3.3308,8.1571,17.1,18.2,16.8,17.9,17.85,18.35,17.7,18.15,16.75,16.215,9.5395,,,,False,no_tdcc,,,,,,,,,,,,,False,daily_volume_breakout_operation_lifecycle_v1,expired,mature,True
